tick_us,arm_id,record_kind,meta_seed,meta_iteration_id,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j7_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j7_vel,j1_trq,j2_trq,j3_trq,j4_trq,j5_trq,j6_trq,j7_trq,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_fx,ee_fy,ee_fz,ee_tx,ee_ty,ee_tz,nav_dx,nav_dy,nav_dz,ttip_temp,irr_flow,suc_flow,co2_insuf,us_present,ala_uv,imri_active,estop_state,safety_zone,robot_state,heartbeat_ok,tick_align_flag
58000,ARM_1,MIXED,20260510,run_00001,0.0012,0.0032,0.0053,0.0075,0.0078,0.0083,0.01,0.2989,0.2989,0.3013,0.298,0.3004,0.2998,0.3011,0.2579,0.2595,0.2616,0.2616,0.2633,0.2626,0.2628,99.96,0.28,80.04,1.0,0.0014,0.0,0.0,-0.002,0.794,0.008,-0.0,0.048,0.0005,0.094,-0.09,-0.012,36.05,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
58000,ARM_2,MIXED,20260510,run_00001,0.126,0.2429,0.3437,0.424,0.4773,0.4998,0.4902,0.2907,0.2626,0.2174,0.159,0.0901,0.0151,-0.0599,0.3268,0.3747,0.3974,0.3965,0.3692,0.3203,0.2504,126.83,49.98,86.25,0.992,0.1261,0.0,0.0,0.336,0.491,0.303,0.0118,0.0484,0.0031,0.071,0.018,0.047,35.99,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
58000,ARM_3,MIXED,20260510,run_00001,0.2406,0.4227,0.4999,0.4509,0.293,0.0621,-0.1853,0.2635,0.1598,0.018,-0.1293,-0.2426,-0.2989,-0.2794,0.3736,0.3971,0.3212,0.1676,-0.0292,-0.2164,-0.3531,147.59,98.21,92.44,0.9686,0.2488,0.0,0.0,0.847,0.433,0.822,0.0246,0.0426,0.0066,-0.024,0.055,0.073,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
58000,ARM_4,MIXED,20260510,run_00001,0.3427,0.4983,0.3855,0.0648,-0.2924,-0.4897,-0.4239,0.2187,0.019,-0.1916,-0.2989,-0.2445,-0.0589,0.1591,0.3981,0.3219,0.0701,-0.2162,-0.3877,-0.3497,-0.1246,162.95,143.37,98.38,0.93,0.3676,0.0,0.0,0.698,0.036,0.761,0.0351,0.0364,0.0107,0.027,-0.018,-0.005,36.12,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
59000,ARM_1,MIXED,20260510,run_00001,0.0012,0.0049,0.0038,0.0063,0.0071,0.0086,0.01,0.3003,0.3016,0.2997,0.3011,0.2996,0.3007,0.2995,0.2587,0.2595,0.2604,0.2625,0.2625,0.2634,0.2635,100.06,0.24,80.04,1.0,0.0015,0.0,0.0,0.006,0.797,0.001,-0.0004,0.0488,-0.0005,-0.01,0.012,0.03,36.01,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
59000,ARM_2,MIXED,20260510,run_00001,0.126,0.242,0.3418,0.4241,0.4773,0.4991,0.4892,0.2905,0.2629,0.2185,0.1578,0.0908,0.0167,-0.0586,0.3255,0.373,0.3985,0.3952,0.3685,0.3198,0.2476,126.84,50.02,86.38,0.992,0.1261,0.0,0.0,0.348,0.487,0.313,0.0116,0.0478,0.0051,0.075,0.021,-0.023,35.98,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
59000,ARM_3,MIXED,20260510,run_00001,0.2407,0.4208,0.4984,0.452,0.2931,0.063,-0.1853,0.2632,0.1609,0.0175,-0.128,-0.2419,-0.299,-0.2787,0.3733,0.3985,0.3194,0.1658,-0.0291,-0.2179,-0.3537,147.67,98.15,92.4,0.9685,0.2488,0.0,0.0,0.843,0.43,0.811,0.0239,0.0442,0.0075,0.034,-0.005,0.064,36.13,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
59000,ARM_4,MIXED,20260510,run_00001,0.3435,0.4988,0.3854,0.0653,-0.2918,-0.4902,-0.4255,0.2199,0.0185,-0.1911,-0.2976,-0.2443,-0.0595,0.159,0.3969,0.322,0.0735,-0.2141,-0.3877,-0.3499,-0.1233,162.97,143.35,98.46,0.93,0.3676,0.0,0.0,0.708,0.037,0.754,0.0342,0.0348,0.0123,-0.019,0.076,-0.075,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
60000,ARM_1,MIXED,20260510,run_00001,-0.0001,0.0016,0.0041,0.0086,0.0079,0.0098,0.0091,0.3004,0.3021,0.2993,0.3008,0.3007,0.2997,0.2991,0.2575,0.2598,0.2607,0.2601,0.2639,0.2637,0.2624,100.01,0.3,80.07,1.0,0.0015,0.0,0.0,0.007,0.798,0.008,-0.0016,0.0517,-0.0007,-0.01,0.024,0.015,35.96,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
60000,ARM_2,MIXED,20260510,run_00001,0.1251,0.2429,0.3426,0.4246,0.477,0.4995,0.4906,0.2909,0.2628,0.2177,0.159,0.0901,0.0159,-0.0587,0.3249,0.3744,0.3963,0.3958,0.3696,0.3179,0.2495,126.83,50.13,86.21,0.992,0.1262,0.0,0.0,0.338,0.496,0.31,0.0137,0.0485,0.0034,0.142,-0.042,0.014,36.05,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
60000,ARM_3,MIXED,20260510,run_00001,0.2393,0.4226,0.5003,0.4524,0.296,0.0597,-0.1874,0.2655,0.1594,0.0203,-0.1293,-0.2437,-0.2971,-0.2787,0.3736,0.3969,0.3199,0.1691,-0.0301,-0.2196,-0.3518,147.59,98.21,92.46,0.9685,0.2489,0.0,0.0,0.84,0.433,0.817,0.0245,0.0447,0.0077,-0.018,0.019,-0.027,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
60000,ARM_4,MIXED,20260510,run_00001,0.3427,0.4991,0.3862,0.0646,-0.2911,-0.4913,-0.4239,0.2186,0.019,-0.1895,-0.2974,-0.2444,-0.057,0.1592,0.3964,0.3238,0.0735,-0.2161,-0.3874,-0.3498,-0.1231,162.92,143.39,98.27,0.93,0.3677,0.0,0.0,0.692,0.034,0.76,0.0349,0.036,0.0102,0.097,0.021,0.052,36.09,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
61000,ARM_1,MIXED,20260510,run_00001,0.0024,0.0042,0.0035,0.006,0.0081,0.0077,0.0099,0.3011,0.2984,0.3004,0.3001,0.3005,0.2999,0.3007,0.258,0.2605,0.2605,0.2619,0.2638,0.2638,0.2653,100.11,0.3,80.07,1.0,0.0015,0.0,0.0,-0.001,0.801,0.006,-0.0001,0.0501,-0.0012,0.11,0.047,0.01,35.97,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
61000,ARM_2,MIXED,20260510,run_00001,0.1267,0.2435,0.3437,0.4246,0.4747,0.4998,0.492,0.2928,0.262,0.2186,0.1603,0.0899,0.0137,-0.0588,0.3258,0.3741,0.398,0.3948,0.3695,0.3195,0.2495,126.78,50.06,86.34,0.992,0.1262,0.0,0.0,0.352,0.492,0.311,0.0119,0.0477,0.0009,0.047,0.047,-0.115,36.03,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
61000,ARM_3,MIXED,20260510,run_00001,0.2394,0.4206,0.4984,0.4532,0.2945,0.063,-0.1856,0.263,0.1595,0.0179,-0.1278,-0.2424,-0.298,-0.2795,0.3748,0.3945,0.3209,0.1665,-0.0308,-0.2177,-0.3506,147.6,98.3,92.43,0.9685,0.2489,0.0,0.0,0.854,0.419,0.816,0.022,0.0429,0.0071,-0.057,0.028,-0.069,36.04,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
61000,ARM_4,MIXED,20260510,run_00001,0.3408,0.4992,0.3854,0.0627,-0.2918,-0.4909,-0.4234,0.2183,0.0199,-0.19,-0.2977,-0.244,-0.0579,0.1571,0.3973,0.3207,0.0731,-0.2166,-0.3902,-0.3509,-0.1229,163.0,143.42,98.41,0.9299,0.3677,0.0,0.0,0.695,0.042,0.758,0.0343,0.0361,0.0106,-0.008,0.053,-0.021,36.09,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
62000,ARM_1,MIXED,20260510,run_00001,0.0016,0.0037,0.0052,0.0039,0.0084,0.0096,0.0105,0.2996,0.2996,0.2994,0.299,0.2994,0.3003,0.2993,0.258,0.2608,0.2607,0.2619,0.2633,0.2639,0.2653,100.08,0.27,80.07,1.0,0.0015,0.0,0.0,0.012,0.797,0.002,0.0002,0.0494,0.0012,-0.019,-0.034,0.005,35.99,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
62000,ARM_2,MIXED,20260510,run_00001,0.1248,0.2417,0.3433,0.4251,0.477,0.5,0.4897,0.2918,0.2626,0.2175,0.1586,0.0902,0.0147,-0.0586,0.3249,0.3721,0.3965,0.3966,0.3684,0.3198,0.2501,126.79,50.02,86.36,0.992,0.1262,0.0,0.0,0.341,0.484,0.314,0.0124,0.0476,0.005,-0.058,-0.011,0.04,36.08,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
62000,ARM_3,MIXED,20260510,run_00001,0.2425,0.4214,0.4972,0.4524,0.2933,0.0618,-0.186,0.2644,0.1604,0.0177,-0.1262,-0.2444,-0.2978,-0.2777,0.3732,0.3951,0.3226,0.1634,-0.0292,-0.2186,-0.3547,147.57,98.13,92.37,0.9685,0.2489,0.0,0.0,0.844,0.427,0.834,0.023,0.0438,0.0067,0.042,0.049,-0.018,36.06,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
62000,ARM_4,MIXED,20260510,run_00001,0.3416,0.498,0.3881,0.0634,-0.2909,-0.4906,-0.4222,0.2176,0.0201,-0.1911,-0.2987,-0.2432,-0.0595,0.1592,0.3973,0.321,0.0724,-0.2175,-0.389,-0.3516,-0.1226,162.9,143.26,98.4,0.9299,0.3677,0.0,0.0,0.694,0.032,0.76,0.0342,0.0369,0.0111,0.007,-0.008,-0.023,36.1,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
63000,ARM_1,MIXED,20260510,run_00001,0.0023,0.0031,0.0061,0.0084,0.009,0.0079,0.0112,0.2982,0.2996,0.301,0.2989,0.2993,0.2991,0.2992,0.2556,0.2589,0.2621,0.2602,0.2632,0.2637,0.265,100.02,0.32,80.07,1.0,0.0016,0.0,0.0,0.0,0.79,0.007,-0.0007,0.0505,0.0002,-0.022,-0.026,-0.001,36.03,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
63000,ARM_2,MIXED,20260510,run_00001,0.1244,0.2423,0.3432,0.4243,0.4772,0.4997,0.4892,0.2909,0.2643,0.2172,0.1591,0.0905,0.0147,-0.059,0.3257,0.3746,0.3966,0.3968,0.3678,0.3175,0.248,126.74,50.08,86.27,0.992,0.1262,0.0,0.0,0.335,0.486,0.311,0.0128,0.0489,0.0036,0.025,0.022,0.069,36.01,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
63000,ARM_3,MIXED,20260510,run_00001,0.2418,0.4242,0.4996,0.4516,0.2934,0.0622,-0.1856,0.2631,0.1588,0.0188,-0.1292,-0.2431,-0.2975,-0.2791,0.3725,0.3954,0.3204,0.167,-0.0283,-0.2174,-0.3522,147.59,98.31,92.41,0.9685,0.2489,0.0,0.0,0.841,0.44,0.813,0.0244,0.0439,0.0073,0.023,-0.026,-0.032,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
63000,ARM_4,MIXED,20260510,run_00001,0.3417,0.4987,0.3878,0.0658,-0.2939,-0.4907,-0.4223,0.2198,0.0196,-0.1907,-0.2973,-0.2423,-0.0577,0.1576,0.3963,0.3228,0.0718,-0.2153,-0.3873,-0.3517,-0.1225,163.02,143.34,98.34,0.9299,0.3677,0.0,0.0,0.688,0.038,0.763,0.0332,0.0352,0.0112,-0.096,-0.031,-0.051,36.11,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
64000,ARM_1,MIXED,20260510,run_00001,0.0007,0.0037,0.0033,0.0055,0.0092,0.0101,0.0098,0.3,0.3021,0.3008,0.2996,0.2994,0.3011,0.301,0.26,0.2579,0.2612,0.2627,0.2627,0.2633,0.2646,100.05,0.25,79.97,1.0,0.0016,0.0,0.0,0.007,0.799,-0.001,-0.0007,0.0501,-0.0002,-0.081,0.121,-0.024,35.97,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
64000,ARM_2,MIXED,20260510,run_00001,0.1254,0.2423,0.3453,0.4238,0.4786,0.4999,0.4896,0.2918,0.2615,0.2166,0.1586,0.0902,0.0166,-0.0608,0.3256,0.374,0.3969,0.3979,0.3705,0.3184,0.2485,126.84,49.99,86.31,0.992,0.1263,0.0,0.0,0.334,0.49,0.317,0.0122,0.0483,0.0028,-0.014,-0.03,0.051,36.0,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
64000,ARM_3,MIXED,20260510,run_00001,0.2422,0.4216,0.4995,0.451,0.2926,0.0629,-0.1867,0.2612,0.1603,0.017,-0.1291,-0.2426,-0.2975,-0.2785,0.3731,0.3981,0.3214,0.1658,-0.0299,-0.2183,-0.3535,147.6,98.17,92.45,0.9685,0.249,0.0,0.0,0.843,0.416,0.817,0.0257,0.0447,0.0081,-0.028,-0.038,-0.042,36.02,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
64000,ARM_4,MIXED,20260510,run_00001,0.3413,0.4993,0.3863,0.0653,-0.2931,-0.4913,-0.424,0.2187,0.0181,-0.1907,-0.2973,-0.2441,-0.0562,0.1582,0.3969,0.3229,0.0727,-0.2154,-0.3878,-0.3505,-0.122,162.95,143.42,98.41,0.9299,0.3678,0.0,0.0,0.702,0.046,0.752,0.0354,0.0354,0.0123,0.046,-0.035,-0.069,36.18,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
65000,ARM_1,MIXED,20260510,run_00001,0.0015,0.0022,0.0024,0.0066,0.0086,0.0084,0.0132,0.3,0.2989,0.2989,0.2981,0.3006,0.2997,0.299,0.2595,0.2599,0.2585,0.2624,0.2621,0.2625,0.2635,100.02,0.29,80.13,1.0,0.0016,0.0,0.0,0.007,0.804,0.011,0.0015,0.0496,-0.0008,0.03,-0.04,-0.006,35.9,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
65000,ARM_2,MIXED,20260510,run_00001,0.1259,0.2421,0.3456,0.4242,0.4781,0.5003,0.4907,0.2898,0.2612,0.2182,0.1598,0.0907,0.016,-0.0603,0.3267,0.3733,0.3951,0.3964,0.3697,0.3178,0.2479,126.78,50.03,86.34,0.992,0.1263,0.0,0.0,0.338,0.501,0.31,0.0134,0.0482,0.0055,-0.009,0.034,0.03,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
65000,ARM_3,MIXED,20260510,run_00001,0.2405,0.4225,0.4976,0.4531,0.2935,0.0598,-0.1864,0.2649,0.1601,0.0191,-0.1278,-0.2449,-0.298,-0.2773,0.374,0.3963,0.3209,0.1652,-0.0302,-0.2188,-0.3538,147.68,98.32,92.43,0.9685,0.249,0.0,0.0,0.855,0.427,0.827,0.0238,0.0429,0.0072,0.002,-0.057,0.023,36.04,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
65000,ARM_4,MIXED,20260510,run_00001,0.3415,0.4991,0.3872,0.0627,-0.2932,-0.4909,-0.4235,0.2188,0.0182,-0.1899,-0.2985,-0.2453,-0.059,0.159,0.3976,0.3218,0.072,-0.2165,-0.3874,-0.349,-0.1229,163.06,143.33,98.39,0.9299,0.3678,0.0,0.0,0.705,0.035,0.761,0.0352,0.0379,0.0116,0.017,0.081,-0.035,36.09,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
66000,ARM_1,MIXED,20260510,run_00001,0.0004,0.0028,0.0047,0.0074,0.009,0.0109,0.012,0.2998,0.298,0.2989,0.3008,0.2996,0.2995,0.301,0.2581,0.2597,0.2603,0.2627,0.2629,0.2643,0.2646,99.96,0.22,80.01,1.0,0.0016,0.0,0.0,0.01,0.807,0.007,0.0008,0.0517,0.0011,-0.029,0.053,0.102,36.08,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
66000,ARM_2,MIXED,20260510,run_00001,0.1257,0.2429,0.3446,0.4254,0.4766,0.4982,0.4902,0.2911,0.2612,0.2165,0.159,0.0885,0.0152,-0.0595,0.327,0.3739,0.3971,0.3976,0.3702,0.3192,0.2476,126.89,50.0,86.36,0.992,0.1263,0.0,0.0,0.341,0.491,0.305,0.0116,0.0497,0.0037,-0.016,0.074,0.057,36.07,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
66000,ARM_3,MIXED,20260510,run_00001,0.241,0.4217,0.5004,0.453,0.2924,0.0604,-0.1876,0.2625,0.16,0.0198,-0.1276,-0.2446,-0.2976,-0.2791,0.374,0.396,0.3209,0.1659,-0.0292,-0.2205,-0.3538,147.6,98.24,92.53,0.9685,0.249,0.0,0.0,0.843,0.423,0.819,0.0234,0.0431,0.008,0.107,-0.01,-0.066,35.99,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
66000,ARM_4,MIXED,20260510,run_00001,0.342,0.5001,0.388,0.0638,-0.2901,-0.4916,-0.4224,0.2214,0.0212,-0.1907,-0.2982,-0.2422,-0.0591,0.1605,0.3963,0.3199,0.0707,-0.2173,-0.3883,-0.3514,-0.1213,162.94,143.46,98.36,0.9299,0.3678,0.0,0.0,0.689,0.047,0.761,0.0338,0.0375,0.0118,-0.024,0.005,0.024,36.16,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
67000,ARM_1,MIXED,20260510,run_00001,0.0014,0.0023,0.0053,0.007,0.0069,0.0106,0.0129,0.2986,0.2988,0.301,0.2996,0.3011,0.3,0.2988,0.2585,0.2602,0.2616,0.2618,0.2628,0.2632,0.2652,100.03,0.33,80.15,1.0,0.0017,0.0,0.0,0.004,0.797,0.004,-0.0018,0.0506,0.0011,0.065,0.032,0.045,36.05,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
67000,ARM_2,MIXED,20260510,run_00001,0.1255,0.2435,0.3423,0.4242,0.4776,0.4989,0.49,0.2889,0.2626,0.2162,0.16,0.089,0.0148,-0.0608,0.3255,0.3742,0.3976,0.3963,0.3704,0.3181,0.2479,126.82,50.09,86.25,0.992,0.1263,0.0,0.0,0.331,0.49,0.318,0.0134,0.048,0.0042,0.041,-0.068,-0.044,36.09,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
67000,ARM_3,MIXED,20260510,run_00001,0.2419,0.4228,0.4983,0.4514,0.2934,0.0599,-0.186,0.2636,0.1616,0.0196,-0.1269,-0.2425,-0.2962,-0.2766,0.3734,0.3965,0.3206,0.1678,-0.0308,-0.2184,-0.3536,147.69,98.3,92.39,0.9685,0.249,0.0,0.0,0.851,0.424,0.813,0.0237,0.0433,0.0086,-0.003,0.039,-0.068,36.07,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
67000,ARM_4,MIXED,20260510,run_00001,0.342,0.4974,0.3868,0.0627,-0.2932,-0.4911,-0.4229,0.2179,0.0185,-0.1919,-0.2981,-0.2426,-0.0592,0.1608,0.3972,0.3209,0.0723,-0.2182,-0.3875,-0.35,-0.1232,162.91,143.46,98.47,0.9299,0.3678,0.0,0.0,0.698,0.036,0.763,0.0346,0.0364,0.0119,-0.048,-0.001,0.031,36.13,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
68000,ARM_1,MIXED,20260510,run_00001,0.0031,0.0023,0.0053,0.008,0.0077,0.0107,0.0121,0.3011,0.3013,0.2999,0.3007,0.2997,0.2994,0.2983,0.2594,0.2617,0.2611,0.261,0.2646,0.2637,0.2655,100.0,0.21,80.03,1.0,0.0017,0.0,0.0,0.012,0.806,0.005,-0.0006,0.0509,0.0002,-0.039,-0.003,-0.027,36.01,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
68000,ARM_2,MIXED,20260510,run_00001,0.1256,0.2408,0.345,0.4259,0.4775,0.5001,0.4894,0.2915,0.2625,0.2178,0.1605,0.0908,0.0159,-0.0603,0.3246,0.3736,0.3975,0.3962,0.3709,0.3211,0.248,126.8,50.07,86.27,0.992,0.1264,0.0,0.0,0.343,0.485,0.303,0.0122,0.0488,0.0031,-0.025,0.009,0.036,36.13,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
68000,ARM_3,MIXED,20260510,run_00001,0.2405,0.4224,0.4982,0.4493,0.2924,0.0592,-0.1868,0.2629,0.1608,0.0183,-0.1298,-0.2435,-0.2983,-0.2791,0.3732,0.3953,0.3226,0.1654,-0.0313,-0.2212,-0.3544,147.68,98.13,92.5,0.9685,0.2491,0.0,0.0,0.838,0.43,0.824,0.0231,0.0424,0.0054,0.002,-0.035,0.048,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
68000,ARM_4,MIXED,20260510,run_00001,0.3407,0.4988,0.3847,0.0626,-0.2913,-0.4889,-0.4244,0.2174,0.0185,-0.1892,-0.2989,-0.2433,-0.0586,0.1593,0.3981,0.3219,0.0726,-0.2164,-0.3899,-0.3494,-0.1196,162.93,143.46,98.34,0.9299,0.3679,0.0,0.0,0.704,0.04,0.762,0.0339,0.0354,0.0112,-0.016,-0.037,0.0,36.02,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
69000,ARM_1,MIXED,20260510,run_00001,0.0032,0.0039,0.0071,0.0078,0.009,0.0094,0.012,0.3005,0.3006,0.3005,0.2991,0.2991,0.2998,0.3004,0.2601,0.2614,0.2602,0.2626,0.2613,0.2646,0.263,99.99,0.24,80.08,1.0,0.0017,0.0,0.0,0.005,0.802,0.007,0.0007,0.051,0.0011,-0.01,0.082,0.006,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
69000,ARM_2,MIXED,20260510,run_00001,0.1251,0.2433,0.3438,0.4228,0.4768,0.499,0.4893,0.2915,0.2622,0.2166,0.1583,0.0885,0.0158,-0.0619,0.3265,0.3738,0.3976,0.3962,0.3701,0.3177,0.2483,126.75,50.1,86.32,0.992,0.1264,0.0,0.0,0.339,0.481,0.313,0.0119,0.0477,0.0048,-0.051,-0.012,-0.026,36.1,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
69000,ARM_3,MIXED,20260510,run_00001,0.243,0.4216,0.4982,0.4507,0.2909,0.0607,-0.1877,0.2621,0.1614,0.02,-0.1297,-0.245,-0.2979,-0.2768,0.3736,0.3971,0.3215,0.165,-0.0299,-0.2202,-0.3532,147.61,98.22,92.45,0.9685,0.2491,0.0,0.0,0.848,0.44,0.818,0.0234,0.0437,0.0081,-0.016,0.073,0.029,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
69000,ARM_4,MIXED,20260510,run_00001,0.3419,0.4979,0.3818,0.0641,-0.2943,-0.4906,-0.4228,0.219,0.0201,-0.1906,-0.299,-0.2431,-0.0587,0.1589,0.3987,0.3223,0.0711,-0.2173,-0.3876,-0.3479,-0.1222,162.95,143.35,98.4,0.9299,0.3679,0.0,0.0,0.697,0.044,0.761,0.0347,0.0364,0.0093,0.002,-0.016,0.047,36.09,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
70000,ARM_1,MIXED,20260510,run_00001,0.0025,0.0045,0.0052,0.0069,0.0072,0.0106,0.0113,0.3001,0.3005,0.2993,0.2974,0.3011,0.303,0.3009,0.259,0.2597,0.2627,0.263,0.264,0.264,0.2635,100.08,0.33,80.1,1.0,0.0017,0.0,0.0,0.015,0.798,-0.001,0.0001,0.0506,0.0002,0.055,0.008,0.063,35.95,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
70000,ARM_2,MIXED,20260510,run_00001,0.1242,0.2425,0.3445,0.4256,0.479,0.499,0.4881,0.2897,0.2632,0.2166,0.1572,0.091,0.0143,-0.0611,0.3267,0.3725,0.3957,0.3962,0.3676,0.3176,0.2474,126.78,50.07,86.48,0.992,0.1264,0.0,0.0,0.352,0.491,0.304,0.0131,0.0478,0.0044,0.023,0.01,0.119,36.07,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
70000,ARM_3,MIXED,20260510,run_00001,0.24,0.424,0.4996,0.4512,0.2909,0.0608,-0.1853,0.2634,0.1617,0.0171,-0.1287,-0.2438,-0.2989,-0.2773,0.373,0.3961,0.3194,0.1663,-0.0303,-0.2172,-0.3541,147.6,98.11,92.43,0.9685,0.2491,0.0,0.0,0.843,0.426,0.818,0.0263,0.045,0.0059,-0.003,-0.034,-0.092,36.07,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
70000,ARM_4,MIXED,20260510,run_00001,0.3419,0.4991,0.3833,0.0626,-0.293,-0.4906,-0.4224,0.2185,0.0181,-0.1907,-0.2976,-0.243,-0.0579,0.1594,0.3972,0.3234,0.0729,-0.2156,-0.387,-0.3508,-0.1232,162.99,143.54,98.41,0.9299,0.3679,0.0,0.0,0.707,0.045,0.761,0.0337,0.0364,0.0108,-0.017,0.028,0.001,36.09,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
71000,ARM_1,MIXED,20260510,run_00001,0.0032,0.0036,0.0048,0.007,0.0091,0.01,0.0128,0.2991,0.3003,0.2991,0.3004,0.2992,0.3009,0.3003,0.2587,0.2592,0.2592,0.2601,0.2637,0.2653,0.2637,99.93,0.31,80.16,1.0,0.0018,0.0,0.0,0.008,0.794,0.011,-0.0002,0.0505,-0.0001,-0.07,0.127,-0.078,36.11,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
71000,ARM_2,MIXED,20260510,run_00001,0.1262,0.2414,0.3442,0.4259,0.476,0.4984,0.4896,0.2908,0.2629,0.2177,0.1585,0.0896,0.0145,-0.0623,0.3269,0.3748,0.3978,0.3973,0.3687,0.3181,0.2477,126.75,50.07,86.33,0.992,0.1264,0.0,0.0,0.343,0.491,0.306,0.0118,0.0486,0.003,-0.065,-0.003,0.071,35.99,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
71000,ARM_3,MIXED,20260510,run_00001,0.2423,0.4219,0.4995,0.4498,0.291,0.0615,-0.1877,0.2646,0.1593,0.0183,-0.1291,-0.2439,-0.2969,-0.2781,0.3719,0.396,0.3192,0.1655,-0.0291,-0.2189,-0.3538,147.61,98.25,92.44,0.9685,0.2491,0.0,0.0,0.852,0.424,0.826,0.0252,0.0443,0.0072,-0.073,0.04,-0.036,36.01,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
71000,ARM_4,MIXED,20260510,run_00001,0.3418,0.4986,0.3858,0.0639,-0.2943,-0.4898,-0.4223,0.2198,0.0193,-0.1904,-0.2971,-0.243,-0.0579,0.1584,0.3967,0.3222,0.0715,-0.2177,-0.3889,-0.3491,-0.122,162.96,143.39,98.43,0.9299,0.3679,0.0,0.0,0.702,0.033,0.753,0.0342,0.0358,0.0116,-0.096,-0.013,0.025,36.11,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
72000,ARM_1,MIXED,20260510,run_00001,0.0029,0.004,0.0054,0.0071,0.0088,0.0098,0.0106,0.3006,0.3006,0.3017,0.2982,0.3003,0.2984,0.3012,0.2601,0.2578,0.2599,0.2604,0.2614,0.2665,0.2669,99.9,0.43,80.09,1.0,0.0018,0.0,0.0,0.007,0.803,-0.001,0.0008,0.0495,0.0004,0.011,0.059,0.039,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
